date,n_mainstream_posts,n_wemedia_posts,n_public_posts,mainstream_risk,wemedia_risk,public_H
2020-04-04,1,0,0,0.0,,
2020-04-05,1,0,0,0.0,,
2020-04-06,3,1,1,0.3333333333333333,0.0,0.0
2020-04-07,4,0,2,0.0,,0.0
2020-04-08,4,0,0,0.0,,
2020-04-09,2,1,2,0.0,0.0,0.0
2020-04-10,2,0,3,0.0,,0.0
2020-04-11,1,0,1,0.0,,0.0
2020-04-12,8,1,2,0.0,0.0,0.0
2020-04-13,1,0,1,0.0,,0.0
2020-04-14,9,3,7,0.1111111111111111,0.0,0.0
2020-04-15,10,6,1,0.0,0.0,0.0
2020-04-16,6,2,0,0.0,0.0,
2020-04-17,4,0,4,0.5,,0.0
2020-04-18,1,0,1,0.0,,0.0
2020-04-19,3,0,0,0.3333333333333333,,
2020-04-20,3,0,0,0.0,,
2020-04-21,7,4,0,0.14285714285714285,0.25,
2020-04-22,4,0,2,0.0,,0.0
2020-04-23,53,10,9,0.09433962264150944,0.1,0.0
2020-04-24,4,1,6,0.0,0.0,0.0
2020-04-25,2,1,0,0.0,1.0,
2020-04-26,4,0,1,0.0,,0.0
2020-04-27,6,0,1,0.0,,0.0
2020-04-28,5,0,1,0.0,,0.0
2020-04-29,9,2,2,0.0,0.0,0.0
2020-04-30,7,1,1,0.2857142857142857,0.0,0.0
2020-05-01,3,1,0,0.0,0.0,
2020-05-02,2,0,0,0.0,,
2020-05-04,3,0,0,0.0,,
2020-05-05,4,0,2,0.0,,0.0
2020-05-06,1,1,0,0.0,0.0,
2020-05-07,0,0,3,,,0.0
2020-05-08,4,0,0,0.0,,
2020-05-09,0,0,1,,,0.0
2020-05-11,0,0,1,,,0.0
2020-05-12,3,0,2,0.0,,0.0
2020-05-13,2,2,0,0.5,0.5,
2020-05-14,2,1,0,0.0,1.0,
2020-05-15,1,1,2,0.0,1.0,0.0
2020-05-16,0,0,1,,,0.0
2020-05-17,1,0,1,0.0,,0.0
2020-05-18,1,1,0,0.0,0.0,
2020-05-19,1,0,0,0.0,,
2020-05-20,13,2,0,0.0,0.0,
2020-05-21,0,1,0,,0.0,
2020-05-22,0,0,3,,,0.0
2020-05-23,1,0,0,0.0,,
2020-05-24,1,0,2,0.0,,0.0
2020-05-25,0,0,1,,,0.0
2020-05-26,3,0,1,0.3333333333333333,,0.0
2020-05-27,5,0,0,0.0,,
2020-05-28,45,10,7,0.0,0.0,0.0
2020-05-29,1,0,0,0.0,,
2020-05-31,0,1,0,,0.0,
2020-06-02,0,0,1,,,0.0
2020-06-05,2,0,0,0.0,,
2020-06-06,1,0,0,0.0,,
2020-06-07,0,0,1,,,0.0
2020-06-08,3,0,0,0.0,,
2020-06-09,0,0,1,,,0.0
2020-06-10,2,0,1,0.0,,0.0
2020-06-12,22,4,1,0.45454545454545453,0.25,0.0
2020-06-13,1,0,0,0.0,,
2020-06-14,1,0,0,0.0,,
2020-06-15,2,0,0,0.0,,
2020-06-16,1,0,0,0.0,,
2020-06-17,6,0,0,1.0,,
2020-06-18,2,0,0,0.0,,
2020-06-19,1,0,0,0.0,,
2020-06-21,1,0,0,0.0,,
2020-06-22,2,0,1,0.0,,0.0
2020-06-23,1,0,1,1.0,,0.0
2020-06-24,5,0,1,0.0,,0.0
2020-06-25,1,0,0,0.0,,
2020-06-26,0,0,1,,,0.0
2020-06-29,1,0,0,1.0,,
2020-07-03,1,0,0,0.0,,
2020-07-04,1,0,0,0.0,,
2020-07-05,1,0,0,0.0,,
2020-07-06,2,1,1,0.0,0.0,0.0
2020-07-07,1,0,0,0.0,,
2020-07-08,1,0,0,0.0,,
2020-07-09,1,0,0,0.0,,
2020-07-10,1,0,1,0.0,,0.0
2020-07-13,3,0,4,0.6666666666666666,,0.25
2020-07-14,1,1,1,0.0,0.0,0.0
2020-07-15,1,0,1,0.0,,0.0
2020-07-16,1,0,0,1.0,,
2020-07-17,3,0,0,0.0,,
2020-07-19,1,0,0,1.0,,
2020-07-20,1,0,1,0.0,,0.0
2020-07-21,0,0,1,,,0.0
2020-07-22,1,0,0,0.0,,
2020-07-23,1,0,0,0.0,,
2020-07-24,1,0,1,0.0,,0.0
2020-07-25,1,0,0,0.0,,
2020-07-26,3,0,1,0.6666666666666666,,0.0
2020-07-28,9,3,1,0.0,0.0,0.0
2020-07-29,1,0,1,0.0,,0.0
2020-07-30,4,0,0,0.0,,
2020-07-31,5,0,0,0.0,,
2020-08-01,2,0,0,0.0,,
2020-08-02,2,0,1,0.0,,0.0
2020-08-03,15,2,7,0.0,0.0,0.0
2020-08-05,1,0,0,0.0,,
2020-08-06,3,0,0,0.0,,
2020-08-07,2,0,0,0.5,,
2020-08-10,1,0,1,0.0,,0.0
2020-08-12,1,0,0,0.0,,
2020-08-13,1,0,1,0.0,,0.0
2020-08-17,1,0,0,0.0,,
2020-08-19,1,0,0,0.0,,
2020-08-20,2,0,0,0.5,,
2020-08-21,1,0,0,0.0,,
2020-08-22,1,0,0,0.0,,
2020-08-24,2,0,2,0.0,,0.5
2020-08-25,1,0,0,1.0,,
2020-08-26,1,0,0,0.0,,
2020-08-27,0,0,1,,,0.0
2020-08-29,1,1,0,0.0,0.0,
2020-08-30,1,0,1,0.0,,0.0
2020-08-31,0,1,0,,0.0,
2020-09-01,1,0,1,0.0,,0.0
2020-09-02,0,0,1,,,0.0
2020-09-03,1,1,2,0.0,0.0,0.0
2020-09-04,2,0,2,0.0,,0.0
2020-09-06,0,0,2,,,0.0
2020-09-08,2,0,0,0.0,,
2020-09-09,6,1,0,0.0,0.0,
2020-09-10,1,0,1,0.0,,0.0
2020-09-11,11,0,1,0.0,,0.0
2020-09-12,3,0,4,0.0,,0.0
2020-09-13,1,0,0,0.0,,
2020-09-14,0,1,0,,0.0,
2020-09-15,1,0,0,0.0,,
2020-09-16,0,2,0,,0.0,
2020-09-18,0,1,0,,0.0,
2020-09-24,6,0,1,0.0,,0.0
2020-09-25,1,0,0,0.0,,
2020-09-26,0,0,1,,,0.0
2020-09-27,2,0,0,0.0,,
2020-09-28,2,0,0,0.0,,
2020-09-29,1,0,0,0.0,,
2020-09-30,4,1,0,0.0,0.0,
2020-10-01,4,0,0,0.0,,
2020-10-02,5,0,0,0.0,,
2020-10-03,4,0,0,0.0,,
2020-10-04,6,0,0,0.0,,
2020-10-05,6,0,2,0.0,,0.0
2020-10-06,9,0,1,0.2222222222222222,,0.0
2020-10-07,4,0,1,0.0,,0.0
2020-10-08,7,0,0,0.0,,
2020-10-10,2,0,0,0.0,,
2020-10-11,1,0,0,0.0,,
2020-10-13,5,0,1,0.0,,0.0
2020-10-14,1,0,0,0.0,,
2020-10-15,1,0,0,0.0,,
2020-10-16,0,1,1,,1.0,0.0
2020-10-17,1,0,1,0.0,,0.0
2020-10-19,1,0,0,0.0,,
2020-10-20,1,0,0,0.0,,
2020-10-22,1,0,1,0.0,,0.0
2020-10-23,5,0,1,0.8,,0.0
2020-10-24,1,0,0,1.0,,
2020-10-27,1,0,1,0.0,,0.0
2020-10-28,1,0,0,1.0,,
2020-10-29,2,0,0,0.0,,
2020-10-30,2,0,0,1.0,,
2020-11-02,2,1,0,0.5,0.0,
2020-11-04,1,0,0,0.0,,
2020-11-05,0,0,1,,,0.0
2020-11-06,1,0,1,0.0,,0.0
2020-11-07,1,0,0,0.0,,
2020-11-09,4,0,1,0.0,,0.0
2020-11-10,2,0,0,0.0,,
2020-11-12,2,0,0,1.0,,
2020-11-13,3,0,1,0.0,,0.0
2020-11-15,2,0,1,0.0,,0.0
2020-11-16,3,0,0,0.0,,
2020-11-17,1,0,1,0.0,,0.0
2020-11-22,1,0,0,0.0,,
2020-11-25,7,9,8,0.14285714285714285,0.4444444444444444,0.25
2020-11-26,3,4,2,0.0,0.75,0.0
2020-11-27,1,0,0,0.0,,
2020-11-28,4,1,0,0.0,0.0,
2020-11-29,2,0,0,0.0,,
2020-11-30,2,1,1,0.0,0.0,0.0
2020-12-01,1,0,1,0.0,,0.0
2020-12-02,1,0,0,0.0,,
2020-12-03,0,1,0,,0.0,
2020-12-05,3,0,1,0.0,,0.0
2020-12-06,0,0,1,,,0.0
2020-12-07,1,1,0,0.0,0.0,
2020-12-08,1,0,0,0.0,,
2020-12-09,1,0,1,0.0,,0.0
2020-12-11,4,0,1,0.5,,0.0
2020-12-12,2,0,1,0.0,,0.0
2020-12-13,0,0,2,,,0.0
2020-12-14,1,1,0,0.0,0.0,
2020-12-15,3,0,1,0.6666666666666666,,0.0
2020-12-16,1,0,0,1.0,,
2020-12-17,1,0,0,0.0,,
2020-12-19,1,0,0,0.0,,
2020-12-20,2,0,0,0.0,,
2020-12-21,6,0,2,0.0,,0.0
2020-12-22,1,0,0,0.0,,
2020-12-23,2,0,2,0.0,,0.0
2020-12-24,24,2,3,0.0,0.0,0.0
2020-12-25,6,2,0,0.0,0.0,
2020-12-27,3,1,1,0.0,0.0,0.0
2020-12-28,1,0,0,0.0,,
2020-12-29,7,0,0,0.0,,
2020-12-30,3,3,2,0.0,0.6666666666666666,0.0
2020-12-31,5,0,4,0.0,,0.25
2021-01-01,3,1,0,0.0,0.0,
2021-01-02,1,0,0,0.0,,
2021-01-03,3,0,1,0.0,,0.0
2021-01-04,5,1,0,0.0,0.0,
2021-01-05,9,0,0,0.0,,
2021-01-06,1,0,1,0.0,,0.0
2021-01-07,33,7,2,0.0,0.0,0.0
2021-01-08,20,14,4,0.0,0.0,0.0
2021-01-09,4,3,1,0.0,0.3333333333333333,0.0
2021-01-10,3,0,1,0.0,,0.0
2021-01-11,1,1,2,0.0,0.0,0.0
2021-01-12,6,2,0,0.0,0.0,
2021-01-13,2,1,1,0.0,0.0,0.0
2021-01-14,4,1,1,0.0,0.0,0.0
2021-01-15,6,1,0,0.16666666666666666,0.0,
2021-01-16,2,1,0,0.0,0.0,
2021-01-17,4,1,2,0.25,0.0,0.0
2021-01-18,2,1,1,0.0,0.0,0.0
2021-01-19,1,0,1,0.0,,0.0
2021-01-20,3,1,1,0.0,0.0,0.0
2021-01-21,3,0,1,0.0,,0.0
2021-01-22,15,3,3,0.0,0.0,0.0
2021-01-23,1,0,1,0.0,,0.0
2021-01-24,1,1,0,0.0,1.0,
2021-01-25,6,1,2,0.0,0.0,0.0
2021-01-26,3,0,0,0.0,,
2021-01-27,3,0,1,0.3333333333333333,,0.0
2021-01-28,2,0,2,0.0,,0.0
2021-01-29,2,0,2,0.0,,0.5
2021-01-31,1,0,0,0.0,,
2021-02-01,0,0,2,,,0.5
2021-02-02,5,1,3,0.0,0.0,0.0
2021-02-03,6,1,2,0.0,0.0,0.0
2021-02-04,1,0,0,0.0,,
2021-02-05,3,1,0,0.6666666666666666,1.0,
2021-02-06,2,0,1,0.0,,0.0
2021-02-07,2,0,1,0.0,,0.0
2021-02-08,3,1,2,0.0,0.0,0.5
2021-02-09,3,0,2,0.0,,0.0
2021-02-12,2,0,0,0.0,,
2021-02-13,8,1,2,0.125,0.0,0.0
2021-02-14,3,0,1,0.3333333333333333,,0.0
2021-02-16,1,0,1,0.0,,0.0
2021-02-17,1,0,0,0.0,,
2021-02-18,1,0,1,0.0,,0.0
2021-02-19,2,0,0,1.0,,
2021-02-20,54,7,8,0.9259259259259259,1.0,0.0
2021-02-21,3,0,0,0.3333333333333333,,
2021-02-22,1,0,0,0.0,,
2021-02-23,5,1,0,0.4,0.0,
2021-02-24,1,1,0,0.0,0.0,
2021-02-25,3,0,1,0.3333333333333333,,0.0
2021-02-26,25,6,9,0.96,1.0,0.0
2021-02-28,3,0,0,0.3333333333333333,,
2021-03-02,3,0,0,1.0,,
2021-03-03,5,0,5,0.2,,0.0
2021-03-04,2,0,1,0.0,,1.0
2021-03-05,2,2,0,0.0,0.0,
2021-03-06,14,0,1,0.0,,0.0
2021-03-07,4,1,1,0.5,0.0,0.0
2021-03-08,6,0,1,0.0,,0.0
2021-03-09,2,2,0,0.0,0.0,
2021-03-10,3,0,0,0.0,,
2021-03-11,0,1,0,,0.0,
2021-03-12,2,0,0,1.0,,
2021-03-13,0,0,1,,,0.0
2021-03-14,2,0,1,0.5,,0.0
2021-03-15,18,2,7,0.0,0.0,0.0
2021-03-16,4,0,2,0.0,,0.0
2021-03-17,5,1,1,0.0,0.0,0.0
2021-03-18,1,1,1,0.0,0.0,0.0
2021-03-19,1,1,1,0.0,0.0,0.0
2021-03-20,1,0,0,0.0,,
2021-03-21,5,1,2,0.0,0.0,0.0
2021-03-22,2,4,1,0.5,0.5,1.0
2021-03-23,11,8,2,0.18181818181818182,0.75,1.0
2021-03-24,7,1,3,0.0,1.0,0.0
2021-03-25,7,1,2,0.0,0.0,0.0
2021-03-26,3,0,0,0.0,,
2021-03-27,7,0,0,0.0,,
2021-03-28,5,0,2,0.0,,0.0
2021-03-29,9,3,2,0.0,0.0,0.0
2021-03-30,6,2,2,0.0,0.0,0.0
2021-03-31,3,0,1,0.0,,0.0
2021-04-01,7,2,2,0.14285714285714285,0.0,0.0
2021-04-02,7,1,0,0.0,0.0,
2021-04-03,1,0,0,0.0,,
2021-04-04,0,0,1,,,0.0
2021-04-05,2,0,1,0.5,,0.0
2021-04-06,28,4,5,0.0,0.0,0.0
2021-04-07,6,1,0,0.0,0.0,
2021-04-08,5,2,0,0.0,0.0,
2021-04-09,45,9,6,0.022222222222222223,0.0,0.0
2021-04-10,7,2,1,0.0,0.0,0.0
2021-04-11,0,0,2,,,0.0
2021-04-12,2,0,1,0.0,,0.0
2021-04-13,42,9,11,0.9285714285714286,0.8888888888888888,0.0
2021-04-14,6,2,1,0.16666666666666666,0.5,0.0
2021-04-15,2,1,0,0.0,0.0,
2021-04-16,4,0,2,0.0,,0.0
2021-04-17,9,2,1,0.0,0.0,0.0
2021-04-18,3,0,0,0.0,,
2021-04-19,4,0,0,0.0,,
2021-04-20,1,0,0,0.0,,
2021-04-21,14,0,1,0.14285714285714285,,0.0
2021-04-22,3,0,0,0.0,,
2021-04-24,3,0,0,0.0,,
2021-04-25,2,0,1,0.0,,0.0
2021-04-27,1,0,0,1.0,,
2021-04-28,3,0,0,0.3333333333333333,,
2021-04-29,2,0,0,0.0,,
2021-04-30,1,0,1,0.0,,0.0
2021-05-01,1,1,0,0.0,0.0,
2021-05-02,0,0,1,,,0.0
2021-05-04,1,0,0,0.0,,
2021-05-05,1,0,0,0.0,,
2021-05-06,1,1,0,0.0,0.0,
2021-05-07,0,1,0,,0.0,
2021-05-08,1,0,0,0.0,,
2021-05-09,1,0,0,0.0,,
2021-05-11,1,0,0,0.0,,
2021-05-13,2,0,0,0.0,,
2021-05-14,1,0,0,0.0,,
2021-05-15,2,1,2,0.0,0.0,0.0
2021-05-17,4,0,0,0.0,,
2021-05-18,8,1,2,0.25,0.0,0.0
2021-05-19,6,0,1,0.0,,0.0
2021-05-20,2,0,2,0.0,,0.0
2021-05-21,1,0,0,0.0,,
2021-05-23,1,0,0,0.0,,
2021-05-24,2,0,0,0.5,,
2021-05-25,4,0,0,0.0,,
2021-05-26,4,0,1,0.25,,0.0
2021-05-27,2,3,1,0.0,0.0,0.0
2021-05-28,2,1,0,0.0,0.0,
2021-05-30,0,1,2,,1.0,0.5
2021-05-31,2,0,2,1.0,,0.0
2021-06-02,2,0,0,0.0,,
2021-06-03,2,0,0,0.0,,
2021-06-04,3,0,0,0.0,,
2021-06-05,2,0,0,0.5,,
2021-06-06,1,0,0,0.0,,
2021-06-07,3,0,0,0.0,,
2021-06-08,3,0,2,0.3333333333333333,,0.0
2021-06-09,2,0,0,0.5,,
2021-06-10,4,0,1,0.0,,0.0
2021-06-11,3,0,0,0.0,,
2021-06-12,1,0,0,0.0,,
2021-06-13,0,1,1,,0.0,0.0
2021-06-14,1,0,0,0.0,,
2021-06-15,4,0,0,0.25,,
2021-06-16,3,0,0,0.0,,
2021-06-17,1,0,0,0.0,,
2021-06-18,1,0,1,0.0,,0.0
2021-06-20,4,0,2,0.75,,1.0
2021-06-22,6,0,0,0.5,,
2021-06-23,3,0,6,1.0,,0.0
2021-06-24,2,0,0,0.5,,
2021-06-25,6,0,0,0.6666666666666666,,
2021-06-26,1,0,0,0.0,,
2021-06-29,1,0,0,1.0,,
2021-07-01,1,0,0,0.0,,
2021-07-02,0,0,1,,,0.0
2021-07-05,0,1,1,,0.0,0.0
2021-07-06,2,0,0,0.5,,
2021-07-07,1,0,1,0.0,,0.0
2021-07-08,2,0,1,1.0,,0.0
2021-07-09,0,0,1,,,0.0
2021-07-11,1,0,1,1.0,,0.0
2021-07-13,1,0,0,0.0,,
2021-07-15,2,0,1,0.0,,0.0
2021-07-16,2,0,1,0.0,,0.0
2021-07-17,1,1,0,0.0,0.0,
2021-07-18,1,0,0,0.0,,
2021-07-19,2,0,0,0.0,,
2021-07-20,4,0,2,1.0,,0.0
2021-07-21,4,0,0,0.0,,
2021-07-22,2,1,0,0.0,0.0,
2021-07-23,1,0,0,0.0,,
2021-07-24,1,0,0,0.0,,
2021-07-25,7,0,1,0.0,,0.0
2021-07-26,2,1,0,0.0,0.0,
2021-07-27,9,1,3,0.2222222222222222,0.0,0.0
2021-07-28,0,0,1,,,0.0
2021-07-29,6,2,0,0.0,0.0,
2021-07-30,6,2,2,0.0,0.0,0.0
2021-07-31,5,0,0,0.0,,
2021-08-01,4,0,3,0.0,,0.3333333333333333
2021-08-02,16,5,5,0.0625,0.0,0.0
2021-08-03,62,8,11,0.0,0.0,0.0
2021-08-04,2,3,2,0.0,0.0,0.0
2021-08-05,8,1,1,0.125,0.0,0.0
2021-08-06,4,0,1,0.0,,0.0
2021-08-07,3,1,1,0.0,0.0,0.0
2021-08-09,7,0,2,0.2857142857142857,,0.0
2021-08-10,5,4,1,0.2,0.0,0.0
2021-08-11,9,0,1,0.0,,0.0
2021-08-12,7,1,3,0.42857142857142855,0.0,0.6666666666666666
2021-08-13,15,0,1,0.2,,0.0
2021-08-14,3,1,0,0.0,0.0,
2021-08-15,9,1,0,0.0,0.0,
2021-08-16,5,2,2,0.4,0.0,0.0
2021-08-17,6,0,2,0.3333333333333333,,1.0
2021-08-18,10,0,0,0.0,,
2021-08-19,4,1,1,0.0,0.0,0.0
2021-08-20,1,1,1,0.0,0.0,0.0
2021-08-21,1,0,0,0.0,,
2021-08-22,4,1,0,0.0,0.0,
2021-08-23,1,0,0,0.0,,
2021-08-24,4,1,2,0.0,0.0,0.0
2021-08-25,2,1,0,0.0,0.0,
2021-08-26,1,0,0,0.0,,
2021-08-27,1,0,0,0.0,,
2021-08-28,3,0,1,0.0,,0.0
2021-08-29,1,0,2,0.0,,0.0
2021-08-30,4,0,2,0.5,,0.5
2021-08-31,0,1,1,,0.0,1.0
2021-09-01,2,0,1,0.0,,0.0
2021-09-02,1,0,3,0.0,,0.6666666666666666
2021-09-04,7,0,0,0.0,,
2021-09-05,3,0,1,0.0,,0.0
2021-09-06,3,0,0,0.3333333333333333,,
2021-09-07,2,0,0,0.5,,
2021-09-08,1,2,0,0.0,0.0,
2021-09-09,0,1,0,,1.0,
2021-09-10,1,0,0,0.0,,
2021-09-12,3,0,0,0.0,,
2021-09-13,2,0,0,0.0,,
2021-09-14,3,1,0,0.0,0.0,
2021-09-15,2,0,3,0.5,,0.3333333333333333
2021-09-16,3,1,0,0.0,0.0,
2021-09-17,4,1,0,0.0,0.0,
2021-09-18,4,0,0,0.0,,
2021-09-19,3,0,0,0.0,,
2021-09-21,0,1,1,,0.0,0.0
2021-09-22,0,0,1,,,0.0
2021-09-24,1,0,1,0.0,,0.0
2021-09-25,0,0,1,,,0.0
2021-09-26,2,0,0,0.0,,
2021-09-27,3,0,2,0.0,,0.0
2021-09-28,3,0,1,0.0,,0.0
2021-09-29,2,0,0,0.0,,
2021-09-30,5,0,0,0.0,,
2021-10-08,1,0,0,1.0,,
2021-10-10,0,1,0,,0.0,
2021-10-11,1,1,0,0.0,0.0,
2021-10-12,7,1,1,0.0,0.0,0.0
2021-10-13,1,0,0,0.0,,
2021-10-15,1,0,0,0.0,,
2021-10-18,3,0,1,0.0,,0.0
2021-10-19,3,1,3,0.3333333333333333,0.0,0.0
2021-10-20,1,0,0,0.0,,
2021-10-23,1,0,1,0.0,,0.0
2021-10-24,6,2,1,0.0,0.0,0.0
2021-10-25,4,0,1,0.25,,0.0
2021-10-26,6,1,0,0.16666666666666666,0.0,
2021-10-27,3,2,1,0.0,0.0,0.0
2021-10-28,14,4,2,0.0,0.0,0.0
2021-10-29,3,0,0,0.0,,
2021-10-30,3,1,0,0.0,0.0,
2021-10-31,4,0,2,0.0,,0.0
2021-11-01,3,1,0,0.0,0.0,
2021-11-02,5,2,2,0.0,0.0,0.0
2021-11-03,8,0,4,0.0,,0.0
2021-11-04,4,0,1,0.25,,0.0
2021-11-05,0,0,4,,,0.25
2021-11-06,3,0,1,0.0,,0.0
2021-11-07,3,0,2,0.0,,0.0
2021-11-08,2,0,0,0.0,,
2021-11-09,5,0,0,0.0,,
2021-11-10,9,2,1,0.0,0.0,0.0
2021-11-11,3,2,0,0.0,0.0,
2021-11-12,2,0,0,0.0,,
2021-11-14,1,1,2,0.0,0.0,0.0
2021-11-16,0,0,1,,,0.0
2021-11-17,5,0,1,0.0,,0.0
2021-11-18,1,0,0,0.0,,
2021-11-19,3,0,1,0.0,,0.0
2021-11-20,1,0,1,1.0,,0.0
2021-11-23,2,0,0,0.0,,
2021-11-24,1,0,6,0.0,,0.16666666666666666
2021-11-25,21,18,47,0.7619047619047619,0.8333333333333334,0.0851063829787234
2021-11-26,7,0,6,0.5714285714285714,,0.0
2021-11-27,4,0,1,0.5,,0.0
2021-11-28,1,0,1,0.0,,0.0
2021-11-30,2,0,3,1.0,,0.0
